primary_type,id,case_number,date,block,iucr,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location,:@computed_region_awaf_s7ux,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6,:@computed_region_d9mm_jgwp,:@computed_region_d3ds_rm58,:@computed_region_8hcu_yrd4
ASSAULT,13238024,JG455906,2023-10-08T16:00:00.000,005XX N LAWLER AVE,0560,SIMPLE,SIDEWALK,False,True,1532,015,37,25,08A,1142605,1903013,2023,2023-10-16T15:44:47.000,41.889918817,-87.751747153,"{'latitude': '41.889918817', 'longitude': '-87.751747153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,22216,26,694,45,32,25,81,37
BATTERY,13237045,JG455866,2023-10-08T15:55:00.000,0000X W 71ST ST,041A,AGGRAVATED - HANDGUN,SIDEWALK,False,False,0731,007,6,69,04B,1176970,1857910,2023,2023-10-16T15:44:47.000,41.765444001,-87.626906181,"{'latitude': '41.765444001', 'longitude': '-87.626906181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21559,67,494,32,11,17,210,4
BATTERY,13236978,JG455841,2023-10-08T15:53:00.000,0000X W ILLINOIS ST,0460,SIMPLE,STREET,True,False,1831,018,42,8,08B,1176098,1903604,2023,2023-10-16T15:44:47.000,41.890851747,-87.628728678,"{'latitude': '41.890851747', 'longitude': '-87.628728678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,4446,37,669,36,55,14,73,42
BATTERY,13238890,JG458231,2023-10-08T15:45:00.000,052XX S KENWOOD AVE,0460,SIMPLE,STREET,False,False,0234,002,4,41,08B,1186078,1870694,2023,2023-10-16T15:44:47.000,41.800314243,-87.593119491,"{'latitude': '41.800314243', 'longitude': '-87.593119491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,21192,8,499,10,10,24,122,9
ASSAULT,13237030,JG455994,2023-10-08T15:30:00.000,039XX W NORTH AVE,0560,SIMPLE,SIDEWALK,False,False,2535,025,26,23,08A,1149913,1910347,2023,2023-10-16T15:44:47.000,41.909904998,-87.724717611,"{'latitude': '41.909904998', 'longitude': '-87.724717611', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",27,22535,24,454,49,5,6,193,26
BATTERY,13237171,JG455853,2023-10-08T15:30:00.000,057XX S ROCKWELL ST,0460,SIMPLE,APARTMENT,False,True,0824,008,15,63,08B,1160018,1866547,2023,2023-10-16T15:44:47.000,41.789510395,-87.688803548,"{'latitude': '41.789510395', 'longitude': '-87.688803548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,21867,61,112,2,58,13,269,15
BATTERY,13237041,JG455823,2023-10-08T15:26:00.000,009XX W FOSTER AVE,0479,"AGGRAVATED - HANDS, FISTS, FEET, SERIOUS INJURY",SIDEWALK,True,False,2023,020,48,77,04B,1169202,1934733,2023,2023-10-16T15:44:47.000,41.976423772,-87.653147038,"{'latitude': '41.976423772', 'longitude': '-87.653147038', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40,22616,31,635,16,15,2,14,48
BATTERY,13237014,JG455855,2023-10-08T15:25:00.000,005XX W MELROSE ST,0486,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1925,019,44,6,08B,1172095,1921905,2023,2023-10-16T15:44:47.000,41.94115985,-87.642888468,"{'latitude': '41.94115985', 'longitude': '-87.642888468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,4449,57,169,25,22,5,18,44
ASSAULT,13237276,JG455969,2023-10-08T15:15:00.000,080XX S LOOMIS BLVD,0560,SIMPLE,RESIDENCE,False,False,0612,006,17,71,08A,1168396,1851404,2023,2023-10-16T15:44:47.000,41.747779599,-87.658519612,"{'latitude': '41.747779599', 'longitude': '-87.658519612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,21554,70,558,13,59,20,230,17
BATTERY,13237035,JG455800,2023-10-08T15:15:00.000,068XX S ASHLAND AVE,0496,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,VEHICLE NON-COMMERCIAL,False,True,0725,007,17,67,04B,1166850,1859459,2023,2023-10-16T15:44:47.000,41.769916749,-87.663954978,"{'latitude': '41.769916749', 'longitude': '-87.663954978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,22257,65,284,2,23,17,204,17
BURGLARY,13237243,JG456090,2023-10-08T15:00:00.000,131XX S CORLISS AVE,0620,UNLAWFUL ENTRY,RESIDENCE,False,False,0533,005,10,54,05,1184010,1818366,2023,2023-10-16T15:44:47.000,41.656768855,-87.602333086,"{'latitude': '41.656768855', 'longitude': '-87.602333086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,4460,51,10,43,47,10,221,6
BATTERY,13236986,JG455802,2023-10-08T15:00:00.000,010XX E 93RD ST,0460,SIMPLE,APARTMENT,False,False,0413,004,8,47,08B,1184973,1843531,2023,2023-10-16T15:44:47.000,41.725802425,-87.598023336,"{'latitude': '41.725802425', 'longitude': '-87.598023336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21546,43,472,35,61,19,246,10
BURGLARY,13236993,JG455805,2023-10-08T15:00:00.000,039XX W 26TH ST,0650,HOME INVASION,APARTMENT,False,True,1031,010,22,30,05,1150343,1886429,2023,2023-10-16T15:44:47.000,41.844262956,-87.723761994,"{'latitude': '41.844262956', 'longitude': '-87.723761994', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,21569,32,771,28,57,21,161,22
ASSAULT,13236931,JG455790,2023-10-08T15:00:00.000,017XX W HOWARD ST,0560,SIMPLE,GROCERY FOOD STORE,False,False,2422,024,49,1,08A,1163126,1950347,2023,2023-10-16T15:44:47.000,42.019399237,-87.675049485,"{'latitude': '42.019399237', 'longitude': '-87.675049485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,21853,,489,,,,,
BATTERY,13237086,JG455836,2023-10-08T14:52:00.000,056XX W BELMONT AVE,0460,SIMPLE,GROCERY FOOD STORE,False,False,1633,016,30,15,08B,1138058,1920707,2023,2023-10-16T15:44:47.000,41.938556557,-87.768017693,"{'latitude': '41.938556557', 'longitude': '-87.768017693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25,22254,15,342,21,52,12,27,30
ASSAULT,13236913,JG455827,2023-10-08T14:30:00.000,014XX N HALSTED ST,0560,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1822,018,27,8,08A,1170748,1909783,2023,2023-10-16T15:44:47.000,41.907926167,-87.64819515,"{'latitude': '41.907926167', 'longitude': '-87.64819515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,14926,37,108,46,54,14,199,27
ASSAULT,13237047,JG455835,2023-10-08T14:27:00.000,079XX S EXCHANGE AVE,0520,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,TAVERN / LIQUOR STORE,True,False,0422,004,7,46,04A,1197209,1852961,2023,2023-10-16T15:44:47.000,41.751383531,-87.552889749,"{'latitude': '41.751383531', 'longitude': '-87.552889749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,21202,42,505,37,25,19,234,5
ASSAULT,13236967,JG455742,2023-10-08T14:25:00.000,048XX N PULASKI RD,051A,AGGRAVATED - HANDGUN,STREET,False,False,1712,017,39,14,04A,1148861,1931640,2023,2023-10-16T15:44:47.000,41.968355201,-87.728029932,"{'latitude': '41.968355201', 'longitude': '-87.728029932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,21849,14,120,12,20,1,48,33
BATTERY,13237004,JG455772,2023-10-08T14:25:00.000,078XX S CLYDE AVE,0498,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",OTHER (SPECIFY),False,True,0414,004,8,43,04B,1191563,1853419,2023,2023-10-16T15:44:47.000,41.752778996,-87.573564385,"{'latitude': '41.752778996', 'longitude': '-87.573564385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,22538,39,420,35,24,19,222,10
ASSAULT,13237091,JG456025,2023-10-08T14:00:00.000,046XX W DIVERSEY AVE,0560,SIMPLE,STREET,False,False,2521,025,31,20,08A,1145007,1918214,2023,2023-10-16T15:44:47.000,41.931586945,-87.742541322,"{'latitude': '41.931586945', 'longitude': '-87.742541322', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,22615,19,460,17,21,6,176,31
BATTERY,13237646,JG456534,2023-10-08T14:00:00.000,107XX S GREEN ST,0497,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,SIDEWALK,False,True,2233,022,21,75,04B,1172552,1833725,2023,2023-10-16T15:44:47.000,41.699175468,-87.643809642,"{'latitude': '41.699175468', 'longitude': '-87.643809642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,22212,74,315,22,13,9,258,21
ASSAULT,13236847,JG455736,2023-10-08T13:51:00.000,009XX N MICHIGAN AVE,0560,SIMPLE,STREET,False,False,1833,018,42,8,08A,1177308,1907041,2023,2023-10-16T15:44:47.000,41.900255688,-87.624180681,"{'latitude': '41.900255688', 'longitude': '-87.624180681', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,21182,37,104,36,6,14,71,42
ASSAULT,13236856,JG455699,2023-10-08T13:31:00.000,030XX N MANGO AVE,051A,AGGRAVATED - HANDGUN,STREET,False,False,2514,025,30,19,04A,1137514,1919644,2023,2023-10-16T15:44:47.000,41.935649399,-87.770042721,"{'latitude': '41.935649399', 'longitude': '-87.770042721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",27,22254,19,82,21,52,6,177,30
ASSAULT,13237826,JG455729,2023-10-08T13:30:00.000,068XX S MICHIGAN AVE,051A,AGGRAVATED - HANDGUN,STREET,False,True,0322,003,6,69,04A,1178342,1859718,2023,2023-10-16T15:44:47.000,41.770374317,-87.621822582,"{'latitude': '41.770374317', 'longitude': '-87.621822582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,67,514,32,60,18,211,4
ASSAULT,13236863,JG455708,2023-10-08T13:15:00.000,029XX N ASHLAND AVE,0520,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,GROCERY FOOD STORE,False,False,1931,019,32,6,04A,1165142,1919763,2023,2023-10-16T15:44:47.000,41.935432921,-87.668504341,"{'latitude': '41.935432921', 'longitude': '-87.668504341', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,4449,57,712,40,22,5,173,32
BATTERY,13238758,JG455683,2023-10-08T13:10:00.000,040XX N LEAVITT ST,0460,SIMPLE,SIDEWALK,False,True,1911,019,47,5,08B,1160967,1926982,2023,2023-10-16T15:44:47.000,41.955330092,-87.683646587,"{'latitude': '41.955330092', 'longitude': '-87.683646587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13,21538,46,623,18,39,5,10,47
BURGLARY,13237257,JG455915,2023-10-08T13:10:00.000,071XX S LAWNDALE AVE,0610,FORCIBLE ENTRY,RESIDENCE - GARAGE,False,False,0833,008,23,65,05,1152936,1856998,2023,2023-10-16T15:44:47.000,41.763449213,-87.715023036,"{'latitude': '41.763449213', 'longitude': '-87.715023036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23,21867,63,317,15,58,13,209,23
BATTERY,13236862,JG455702,2023-10-08T13:09:00.000,064XX S LOWE AVE,0486,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0723,007,20,68,08B,1173144,1862203,2023,2023-10-16T15:44:47.000,41.777309867,-87.640802922,"{'latitude': '41.777309867', 'longitude': '-87.640802922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,21559,66,435,4,11,17,202,16
BATTERY,13236973,JG455752,2023-10-08T13:00:00.000,047XX W ADDISON ST,0486,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1731,017,30,15,08B,1144061,1923512,2023,2023-10-16T15:44:47.000,41.946142985,-87.745884336,"{'latitude': '41.946142985', 'longitude': '-87.745884336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25,22618,15,139,21,21,1,25,30
ASSAULT,13236830,JG455674,2023-10-08T13:00:00.000,003XX S SACRAMENTO BLVD,0560,SIMPLE,GAS STATION,False,False,1124,011,28,27,08A,1156434,1898301,2023,2023-10-16T15:44:47.000,41.876720197,-87.701088107,"{'latitude': '41.876720197', 'longitude': '-87.701088107', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,21184,28,51,46,28,16,123,27
ASSAULT,13236972,JG455795,2023-10-08T13:00:00.000,052XX S PEORIA ST,0560,SIMPLE,STREET,False,False,0934,009,20,61,08A,1171194,1870187,2023,2023-10-16T15:44:47.000,41.799261735,-87.647718184,"{'latitude': '41.799261735', 'longitude': '-87.647718184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,14924,59,768,4,37,23,127,20
BATTERY,13238984,JG458229,2023-10-08T13:00:00.000,005XX E 80TH ST,0496,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,True,0631,006,6,44,04B,1181409,1852085,2023,2023-10-16T15:44:47.000,41.74935839,-87.610815296,"{'latitude': '41.74935839', 'longitude': '-87.610815296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21546,40,11,32,61,20,235,4
ASSAULT,13237486,JG455663,2023-10-08T12:40:00.000,015XX E 76TH PL,051A,AGGRAVATED - HANDGUN,SIDEWALK,False,True,0411,004,8,43,04A,1187707,1854562,2023,2023-10-16T15:44:47.000,41.756008068,-87.58765854,"{'latitude': '41.756008068', 'longitude': '-87.58765854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,21546,39,188,33,61,19,224,10
BATTERY,13237266,JG455890,2023-10-08T12:34:00.000,009XX S AUSTIN BLVD,0495,AGGRAVATED OF A SENIOR CITIZEN,NURSING / RETIREMENT HOME,False,False,1513,015,29,25,04B,1136517,1895636,2023,2023-10-16T15:44:47.000,41.869786389,-87.774281815,"{'latitude': '41.869786389', 'longitude': '-87.774281815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,22216,26,,7,32,25,99,29
BATTERY,13237085,JG455889,2023-10-08T12:30:00.000,040XX N MASON AVE,0498,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",ALLEY,False,True,1624,016,38,15,04B,1135968,1926149,2023,2023-10-16T15:44:47.000,41.953527533,-87.775568905,"{'latitude': '41.953527533', 'longitude': '-87.775568905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25,22254,15,26,19,52,12,15,38
ASSAULT,13236838,JG455635,2023-10-08T12:05:00.000,024XX W FITCH AVE,0520,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,False,False,2411,024,50,2,04A,1158863,1947386,2023,2023-10-16T15:44:47.000,42.011363066,-87.690818628,"{'latitude': '42.011363066', 'longitude': '-87.690818628', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42,22528,20,42,27,12,11,35,50
ASSAULT,13236848,JG455637,2023-10-08T12:03:00.000,093XX S WALLACE ST,0530,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,True,2223,022,9,73,04A,1173946,1842903,2023,2023-10-16T15:44:47.000,41.724330486,-87.638434248,"{'latitude': '41.724330486', 'longitude': '-87.638434248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",18,21554,72,631,13,59,9,243,11
BATTERY,13236818,JG455655,2023-10-08T12:01:00.000,081XX S INGLESIDE AVE,0486,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0631,006,8,44,08B,1183978,1851276,2023,2023-10-16T15:44:47.000,41.747078826,-87.601426771,"{'latitude': '41.747078826', 'longitude': '-87.601426771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21546,40,247,35,61,20,235,10
BATTERY,13236908,JG455675,2023-10-08T12:00:00.000,016XX E 92ND ST,0486,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0413,004,8,48,08B,1188814,1844302,2023,2023-10-16T15:44:47.000,41.727827234,-87.583929134,"{'latitude': '41.727827234', 'longitude': '-87.583929134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21202,44,492,35,25,19,246,10
BATTERY,13238821,JG456832,2023-10-08T12:00:00.000,063XX S WESTERN AVE,0460,SIMPLE,CTA BUS,False,False,0825,008,16,66,08B,1161460,1862609,2023,2023-10-16T15:44:47.000,41.778674205,-87.683625262,"{'latitude': '41.778674205', 'longitude': '-87.683625262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,22257,64,370,2,23,13,274,16
BATTERY,13236867,JG455588,2023-10-08T11:31:00.000,033XX W 66TH ST,0486,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0831,008,14,66,08B,1155322,1860664,2023,2023-10-16T15:44:47.000,41.773461887,-87.706179795,"{'latitude': '41.773461887', 'longitude': '-87.706179795', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,21867,64,293,6,58,13,208,14
ASSAULT,13236892,JG455789,2023-10-08T11:30:00.000,016XX W BARRY AVE,0560,SIMPLE,STREET,False,False,1931,019,32,6,08A,1164749,1920642,2023,2023-10-16T15:44:47.000,41.937853298,-87.669923635,"{'latitude': '41.937853298', 'longitude': '-87.669923635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,4449,57,711,40,22,5,172,32
BATTERY,13236833,JG455599,2023-10-08T11:22:00.000,076XX S HERMITAGE AVE,0486,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0611,006,17,71,08B,1166006,1854070,2023,2023-10-16T15:44:47.000,41.755146582,-87.667201698,"{'latitude': '41.755146582', 'longitude': '-87.667201698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,21554,70,573,31,59,20,231,17
ASSAULT,13236733,JG455565,2023-10-08T11:10:00.000,002XX W DIVISION ST,0560,SIMPLE,GROCERY FOOD STORE,False,False,1823,018,27,8,08A,1174391,1908327,2023,2023-10-16T15:44:47.000,41.903850204,-87.634856354,"{'latitude': '41.903850204', 'longitude': '-87.634856354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",51,14926,37,290,11,54,14,198,2
BATTERY,13236787,JG455574,2023-10-08T10:54:00.000,023XX S ST LOUIS AVE,0497,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,ALLEY,False,True,1024,010,22,30,04B,1153402,1888239,2023,2023-10-16T15:44:47.000,41.849169686,-87.712487889,"{'latitude': '41.849169686', 'longitude': '-87.712487889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,21569,32,755,28,57,21,130,22
BATTERY,13236805,JG455580,2023-10-08T10:50:00.000,004XX E WATERSIDE DR,0486,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0114,001,42,32,08B,1179704,1902210,2023,2023-10-16T15:44:47.000,41.886944528,-87.615528657,"{'latitude': '41.886944528', 'longitude': '-87.615528657', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,14309,38,580,36,42,22,87,42
BATTERY,13240955,JG455567,2023-10-08T10:43:00.000,070XX S RHODES AVE,0486,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,0322,003,6,69,08B,1181124,1858439,2023,2023-10-16T15:44:47.000,41.766801004,-87.611664319,"{'latitude': '41.766801004', 'longitude': '-87.611664319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21546,67,480,32,60,18,211,4
BATTERY,13239649,JG455552,2023-10-08T10:25:00.000,092XX S INDIANA AVE,0486,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0633,006,6,49,08B,1179218,1843689,2023,2023-10-16T15:44:47.000,41.726368963,-87.619099265,"{'latitude': '41.726368963', 'longitude': '-87.619099265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21546,45,554,43,61,20,248,4
ASSAULT,13237772,JG455508,2023-10-08T10:10:00.000,008XX E 64TH ST,0560,SIMPLE,APARTMENT,False,True,0312,003,20,42,08A,1183210,1862763,2023,2023-10-16T15:44:47.000,41.778618186,-87.603883963,"{'latitude': '41.778618186', 'longitude': '-87.603883963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,9,347,4,60,18,277,20
ASSAULT,13236708,JG455513,2023-10-08T10:08:00.000,002XX W PERSHING RD,0560,SIMPLE,GAS STATION,False,False,0925,009,3,37,08A,1175195,1879099,2023,2023-10-16T15:44:47.000,41.823628586,-87.632779182,"{'latitude': '41.823628586', 'longitude': '-87.632779182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,14924,3,189,9,37,23,106,8
ASSAULT,13236680,JG455539,2023-10-08T09:55:00.000,059XX S ELIZABETH ST,051A,AGGRAVATED - HANDGUN,SIDEWALK,False,False,0713,007,16,67,04A,1169008,1865298,2023,2023-10-16T15:44:47.000,41.785893321,-87.655876058,"{'latitude': '41.785893321', 'longitude': '-87.655876058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,22257,65,278,2,23,17,266,16
